Company Name,ISIN,LEI,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5,BA1.5 Date,Location,Region,Sector,Date,Target,Target Classification,Extension
Source 24/7 Recruitment,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Professional Services,01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Source 24/7 Recruitment commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
South Asia Textiles Limited,,,Committed,,,,,,Yes,,Company,Yes,01/04/2022,Sri Lanka,Asia,"Textiles, Apparel, Footwear and Luxury Goods",01/04/2022,,,
South East Water,,,Removed,,,,,,Yes,,Company,Yes,01/11/2019,Australia,Oceania,Water Utilities,01/12/2019,,,Automatic extension based on Protocol to Manage Expired Commitments
South Pole,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2040,Yes,2040,Company,Yes,01/04/2021,Switzerland,Europe,Professional Services,01/01/2024,"Overall Net-Zero Target
South Pole commits to reach net-zero GHG emissions across the value chain by 2040.
Near-Term Targets
South Pole commits to reduce absolute scope 1 and 2 GHG emissions 72% by 2030 from a 2019 base year. South Pole commits to reduce scope 3 GHG emissions from air-related business travel 91.5% per FTE by 2030 from a 2019 base year. South Pole commits to reduce all other absolute scope 3 GHG emissions from business travel 27.5% by 2030 from a 2019 base year.
Long-Term Targets
South Pole commits to reduce absolute scope 1, 2, and 3 GHG emissions 90% by 2040
from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SP Energy Networks,,,Targets Set,1.5°C,FY2034,,,,No,,Company,No,,United Kingdom (UK),Europe,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)",01/06/2022,"SP Energy Networks commits to reduce absolute scope 1, 2 and 3 GHG emissions 67.2% by FY2034 from a FY2018 base year",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SP PLAST Creating S.r.l.,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Italy,Europe,"Textiles, Apparel, Footwear and Luxury Goods",01/11/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SP PLAST Creating S.r.l. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Space Group,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Professional Services,01/06/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Space Group commits to reduce  scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Space Matrix Design Consultants Pte Ltd,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2050,Yes,2050,Small or Medium Enterprise,Yes,01/04/2023,Singapore,Asia,Construction and Engineering,01/04/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Space Matrix Design Consultants Pte Ltd commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions. Space Matrix Design Consultants Pte Ltd commits to reduce scope 1+2+3 emissions 90% by 2050 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SPADEL SA,BE0003798155,213800413RZM6IS8GM09,Targets Set,Well-below 2°C,2030,,,,No,,Company,No,,Belgium,Europe,Food and Beverage Processing,01/11/2019,European mineral water company Spadel Group commits to reduce absolute scope 1 GHG emissions 40% and absolute scope 2 GHG emissions 80% by 2030 from a 2015 base year. Spadel Group also commits to reduce absolute scope 3 GHG emissions 40% by 2030 from a 2015 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,
SpareBank 1 Østlandet,NO0010751910,549300VRM6G42M8OWN49,Committed,,,,,,Yes,,Financial Institution,No,,Norway,Europe,"Banks, Diverse Financials, Insurance",01/11/2022,,,
Sparebanken Vest,NO0006000900,213800M7T3CYVZ3ZRT12,Committed,,,,,,Yes,,Financial Institution,Yes,01/02/2022,Norway,Europe,"Banks, Diverse Financials, Insurance",01/02/2022,,,Financial Institution. Deadline to submit targets February 2024
Spark New Zealand,NZTELE0001S4,529900HUN51H3Y7QBB66,Targets Set,1.5°C,"2030, 2026",,,,No,,Company,No,,New Zealand,Oceania,Telecommunication Services,01/09/2021,Spark New Zealand commits to reduce absolute scope 1 and 2 GHG emissions 56% by FY2030 from a FY2020 base year. Spark New Zealand commits that 70% of its suppliers by spend covering purchased goods and services and capital goods will have science-based targets by FY2026.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Sparks Marketing LLC,,254900QZ1VZCJ9DF4216,Committed,,,,,,No,,Company,No,,United States of America (USA),North America,Construction and Engineering,01/03/2023,,,
Sparta Global Limited,,,Committed,,,,,,Yes,,Company,No,,United Kingdom (UK),Europe,Professional Services,01/08/2023,,,
SPARWK AS,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Norway,Europe,Software and Services,01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SPARWK AS commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SPEA S.P.A.,,81560093B746DD52DB28,Committed,,,,,,No,,Company,No,,Italy,Europe,Electrical Equipment and Machinery,01/01/2024,,,
Specialfastigheter Sverige AB,SE0011413889,529900YUX4HEA9IIYV06,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Sweden,Europe,Real Estate,01/07/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/. Specialfastigheter Sverige AB commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Specialist Lines Ltd,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2050,Yes,2050,Small or Medium Enterprise,Yes,01/07/2022,United Kingdom (UK),Europe,Professional Services,01/07/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Specialist Lines Ltdcommits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions. Specialist Lines Ltd commits to reduce scope 1+2+3 emissions 90% by 2050 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Specialty Networks,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,"Healthcare Providers and Services, and Healthcare Technology",01/06/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Specialty Networks commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2022 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Specs Compound Handling B.V.,NLNP00100091,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Netherlands,Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",01/07/2023,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Specs Compound Handling B.V. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Specsavers Optical Group Limited,,,Targets Set,1.5°C,FY2030,Targets Set,1.5°C,FY2050,Yes,FY2050,Company,No,,United Kingdom (UK),Europe,Healthcare Equipment and Supplies,01/03/2024,"Overall Net-Zero Target
Specsavers Optical Group Limited commits to reach net-zero greenhouse gas emissions across the value chain by FY2050.
Near-Term Targets
Specsavers commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2030 from a FY2021 base year. Specsavers also commits to reduce absolute scope 3 GHG emissions 25% within the same timeframe.
Long-Term Targets
Specsavers commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2021 base year. Specsavers also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
SPECTRAFORCE Technologies,,,Committed,,,,,,No,,Company,No,,United States of America (USA),North America,Professional Services,01/10/2023,,,
Spectre A/S,,,Committed,,,,,,Yes,,Company,No,,Denmark,Europe,"Textiles, Apparel, Footwear and Luxury Goods",01/05/2023,,,
Spectris plc,GB0003308607,213800Z4CO2CZO3M3T10,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/09/2021,United Kingdom (UK),Europe,Technology Hardware and Equipment,01/10/2021,Spectris commits to reduce absolute scope 1 and 2 GHG emissions 85% by 2030 from a 2020 base year. Spectris also commits to increase annual sourcing of renewable electricity from 5% in 2020 to 100% by 2030. Spectris commits to reduce absolute scope 3 GHG emissions 42% by 2030 from a 2020 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Spectrum Technologies Limited,,,Targets Set,1.5°C,2030,Targets Set,1.5°C,2030,Yes,2030,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Technology Hardware and Equipment,01/01/2024,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Spectrum Technologies Limited commits to reach net-zero by 2030. As part of this, Spectrum Technologies Limited commits to reduce scope 1+2+3 emissions 100% by 2030 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Spedition Bork GmbH & Co. KG,,,Committed,,,,,,Yes,,Company,No,,Germany,Europe,Ground Transportation - Trucking Transportation,01/07/2023,,,
Speed Global Transportation Limited.,,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,China,Asia,Air Freight Transportation and Logistics,01/11/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Speed Global Transportation Limited. commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2021 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,
Speedy Asset Services Ltd,,,Committed,,,,,,Yes,,Company,Yes,01/10/2022,United Kingdom (UK),Europe,"Trading Companies and Distributors, and Commercial Services and Supplies",01/10/2022,,,
